date,sector,avg_change_pct,avg_rsi,avg_adx,avg_macd_diff,breadth_sma20,breadth_sma50,breadth_sma200,total_fund_flow,avg_relative_volume,total_market_cap,composite_score,stock_count
2026-02-16,その他,-8.2921,34.96,19.15,0.0,0.5,0.0,0.5,-3419.03,27.3051,68797794.775119,34.33,2
2026-02-16,エネルギー鉱物,0.8419,58.62,34.57,0.0,0.875,0.875,1.0,141785.35,0.8572,73466939818.11049,67.4,8
2026-02-16,テクノロジーサービス,-0.3718,42.96,26.9,0.0,0.2597,0.3423,0.3541,-2800774.31,1.9351,381033811466.7826,45.03,593
2026-02-16,ヘルスケアサービス,-1.2385,49.75,23.49,0.0,0.4722,0.5833,0.5556,-167095.93,2.4533,4701149112.250632,47.61,36
2026-02-16,ヘルスケアテクノロジー,1.5744,55.63,29.29,0.0,0.6667,0.6667,0.6364,-4693391.62,1.6351,494268115534.35736,58.67,132
2026-02-16,交通・輸送,-0.4548,57.22,29.7,0.0,0.6786,0.7411,0.8482,-149273.76,1.036,233164704150.6394,59.22,112
2026-02-16,公益事業,0.7218,63.65,28.71,0.0,0.8125,0.8438,0.8125,2393250.31,1.2578,122001980504.61845,61.92,32
2026-02-16,商業サービス,-0.0534,48.26,26.32,0.0,0.4063,0.4813,0.4899,697691.4,2.2115,121369800242.50327,49.76,347
2026-02-16,小売業,0.0137,56.21,27.69,0.0,0.6723,0.7404,0.7277,6653911.42,1.6401,435954528576.3901,57.04,235
2026-02-16,政府,0.0,60.31,28.33,0.0,1.0,1.0,1.0,0.0,1.5517,173495500.0,64.2,1
2026-02-16,流通サービス,0.3344,57.44,30.59,0.0,0.6842,0.7895,0.7939,-803310.3,1.2114,468368418997.10754,60.03,228
2026-02-16,消費者サービス,-0.0147,54.52,27.34,0.0,0.5983,0.6569,0.6485,859122.17,1.7503,172935690680.05075,54.65,239
2026-02-16,生産財製造,1.0917,60.27,31.13,0.0,0.7245,0.8401,0.9075,8493145.45,1.64,1358823983919.2488,65.23,519
2026-02-16,産業サービス,0.9544,59.2,32.2,0.0,0.7073,0.8354,0.9085,959349.85,1.3466,171705476132.2439,65.02,164
2026-02-16,素材産業,0.8836,63.0,33.01,0.0,0.7717,0.8937,0.9134,2522823.88,1.377,514443984258.02045,65.49,254
2026-02-16,耐久消費財,0.5624,58.99,29.88,0.0,0.7273,0.7803,0.7803,-197614.32,1.3514,779459644262.2167,60.29,132
2026-02-16,通信,0.624,53.5,24.6,0.0,0.6522,0.6087,0.6087,4139210.3,1.929,392048154892.22107,54.65,23
2026-02-16,金融,0.1195,58.53,32.18,0.0,0.7192,0.7638,0.8268,-20541060.51,1.1219,1587932184120.179,60.63,381
2026-02-16,電子テクノロジー,1.9516,59.59,29.5,0.0,0.724,0.7873,0.8326,3078468.2,1.541,769692449522.1844,65.09,221
